DATES,Timestamp,S&P 500,All World Index,High Yield,HFRXGL Index,Gold,Emerging Markets,Russell 2000,Oil,Frontier Markets,Biotech,Bitcoin,Ethereum
1/1/2020,1577836800,6553.57,282.3146,2182.77,1292.43,1517.29,44.87,1668.469,61.06,30.35,95.11,7200.17,130.8
1/2/2020,1577923200,6609.29,284.58,2185.33,1295.04,1529.13,45.78,1666.772,61.18,30.62,94.68,6985.47,127.41
1/3/2020,1578009600,6563.32,283.117,2187.15,1293.55,1552.2,44.93,1660.87,63.05,30.51,93.36,7344.88,134.17
1/4/2020,1578096000,6563.32,283.117,2187.15,1293.55,1552.2,44.93,1660.87,63.05,30.51,93.36,7410.66,135.07
1/5/2020,1578182400,6563.32,283.117,2187.15,1293.55,1552.2,44.93,1660.87,63.05,30.51,93.36,7411.32,136.28
1/6/2020,1578268800,6586.54,282.9223,2188.45,1292.02,1565.74,44.82,1663.257,63.27,30.19,94.17,7769.22,144.3
1/7/2020,1578355200,6568.74,282.8187,2189.74,1293.76,1574.37,44.79,1658.305,62.7,30.22,94.32,8163.69,143.54
1/8/2020,1578441600,6601.15,283.1583,2189.89,1292.9,1556.42,45.05,1663.593,59.61,30.27,95.61,8079.86,141.26
1/9/2020,1578528000,6646.84,285.1081,2190.69,1297.89,1552.32,45.35,1664.988,59.56,30.68,95.82,7879.07,138.98
1/10/2020,1578614400,6627.87,285.0055,2192.25,1299.45,1562.34,45.59,1657.643,59.04,30.76,94.83,8166.55,143.96
1/11/2020,1578700800,6627.87,285.0055,2192.25,1299.45,1562.34,45.59,1657.643,59.04,30.76,94.83,8037.54,142.93
1/12/2020,1578787200,6627.87,285.0055,2192.25,1299.45,1562.34,45.59,1657.643,59.04,30.76,94.83,8192.49,145.87
1/13/2020,1578873600,6674.13,286.4441,2194.43,1300.93,1547.88,46.3,1669.605,58.08,30.75,92.92,8144.19,144.23
1/14/2020,1578960000,6664.66,286.4779,2195.73,1302.02,1546.39,46.04,1675.741,58.23,30.98,95.65,8827.76,165.96
1/15/2020,1579046400,6677.25,286.6742,2196.97,1302.35,1556.25,45.68,1682.396,57.81,30.92,96.35,8807.01,166.23
1/16/2020,1579132800,6733.35,288.249,2198.26,1304.65,1552.51,45.97,1705.215,58.52,31.11,97.08,8723.79,164.39
1/17/2020,1579219200,6759.51,289.4279,2198.28,1306.67,1557.24,46.23,1699.635,58.54,31.23,96.27,8929.04,170.78
1/18/2020,1579305600,6759.51,289.4279,2198.28,1306.67,1557.24,46.23,1699.635,58.54,31.23,96.27,8942.81,175.37
1/19/2020,1579392000,6759.51,289.4279,2198.28,1306.67,1557.24,46.23,1699.635,58.54,31.23,96.27,8706.25,166.97
1/20/2020,1579478400,6759.51,289.3493,2198.28,1306.67,1560.77,46.23,1699.635,58.54,31.23,96.27,8657.64,167.12
1/21/2020,1579564800,6741.71,288.1647,2198.08,1306.44,1558.17,45.06,1685.898,58.34,31.2,94.71,8745.89,169.7
1/22/2020,1579651200,6743.9,288.4705,2197.16,1307.76,1558.78,45.43,1684.463,56.74,31.19,94.49,8680.88,168.29
1/23/2020,1579737600,6752.09,287.7017,2193.21,1305.74,1562.94,44.96,1685.011,55.59,31.28,93.26,8406.52,162.93
1/24/2020,1579824000,6691.22,286.4851,2188.95,1305.1,1571.53,44.6,1662.232,54.19,31.17,90.75,8445.43,163.05
1/25/2020,1579910400,6691.22,286.4851,2188.95,1305.1,1571.53,44.6,1662.232,54.19,31.17,90.75,8367.85,161.28
1/26/2020,1579996800,6691.22,286.4851,2188.95,1305.1,1571.53,44.6,1662.232,54.19,31.17,90.75,8596.83,168.08
1/27/2020,1580083200,6585.95,281.8543,2177.74,1300.29,1582.06,43.06,1644.138,53.14,30.64,90.11,8909.82,170.93
1/28/2020,1580169600,6652.3,283.5448,2185.49,1301.03,1567.17,43.42,1658.314,53.48,30.74,91.78,9358.59,176.37
1/29/2020,1580256000,6646.69,283.5217,2187.2,1302.51,1576.83,43.63,1649.221,53.33,30.67,91.57,9316.63,175.05
1/30/2020,1580342400,6668.52,282.6198,2183.68,1299.4,1574.28,42.98,1648.219,52.14,30.74,90.39,9508.99,184.69
1/31/2020,1580428800,6551,279.196,2183.35,1297.73,1589.16,42.11,1614.061,51.56,30.62,89.12,9350.53,180.16
2/1/2020,1580515200,6551,279.196,2183.35,1297.73,1589.16,42.11,1614.061,51.56,30.62,89.12,9392.88,183.67
2/2/2020,1580601600,6551,279.196,2183.35,1297.73,1589.16,42.11,1614.061,51.56,30.62,89.12,9344.37,188.62
2/3/2020,1580688000,6598.63,280.0737,2184.91,1296.07,1576.73,42.58,1632.205,50.11,30.19,91.12,9293.52,189.87
2/4/2020,1580774400,6697.49,284.1988,2188.97,1299.46,1552.92,43.68,1656.768,49.61,30.19,93.72,9180.96,189.25
2/5/2020,1580860800,6772.98,286.6028,2193.28,1302.5,1556.02,43.93,1681.921,50.75,30.2,96.05,9613.42,204.23
2/6/2020,1580947200,6796.64,288.2492,2197.13,1306.7,1566.66,43.97,1677.457,50.95,30.44,96.15,9729.8,212.34
2/7/2020,1581033600,6761.26,286.7078,2196.88,1306.09,1570.44,43.36,1656.778,50.32,30.22,95.32,9795.94,222.73
2/8/2020,1581120000,6761.26,286.7078,2196.88,1306.09,1570.44,43.36,1656.778,50.32,30.22,95.32,9865.12,223.15
2/9/2020,1581206400,6761.26,286.7078,2196.88,1306.09,1570.44,43.36,1656.778,50.32,30.22,95.32,10116.67,228.58
2/10/2020,1581292800,6811.83,287.4607,2197.14,1306.47,1572.15,43.6,1667.669,49.57,30,96.88,9856.61,223.52
2/11/2020,1581379200,6823.59,288.7126,2203.32,1308.04,1567.89,44.17,1677.515,49.94,30.04,96.76,10208.24,235.85
2/12/2020,1581465600,6867.92,290.4767,2205.71,1310.77,1566.06,44.77,1689.377,51.17,30.05,98.01,10326.05,265.41
2/13/2020,1581552000,6858.92,289.908,2206.99,1310.93,1576,44.18,1693.736,51.42,30.09,96.92,10214.38,268.1
2/14/2020,1581638400,6872.68,290.0903,2207.09,1311.63,1584.06,44.2,1687.584,52.05,30.11,97.09,10312.12,284.22
2/15/2020,1581724800,6872.68,290.0903,2207.09,1311.63,1584.06,44.2,1687.584,52.05,30.11,97.09,9889.42,264.73
2/16/2020,1581811200,6872.68,290.0903,2207.09,1311.63,1584.06,44.2,1687.584,52.05,30.11,97.09,9934.43,259.89
2/17/2020,1581897600,6872.68,290.0745,2207.09,1311.63,1581.13,44.2,1687.584,52.05,30.11,97.09,9690.14,266.36
2/18/2020,1581984000,6853.04,288.7315,2207.8,1310.77,1601.61,43.91,1683.522,52.05,29.79,97.61,10142,281.94
2/19/2020,1582070400,6886.47,290.0398,2209.79,1312.76,1611.7,44.23,1692.573,53.29,29.74,98.35,9633.39,259.76
2/20/2020,1582156800,6860.52,288.6463,2210.18,1312.98,1619.56,43.54,1696.069,53.78,29.56,97.81,9608.48,257.95
2/21/2020,1582243200,6788.6,286.4852,2209.12,1312.28,1643.41,43.29,1678.609,53.38,29.66,97.26,9686.44,265.6
2/22/2020,1582329600,6788.6,286.4852,2209.12,1312.28,1643.41,43.29,1678.609,53.38,29.66,97.26,9663.18,262.33
2/23/2020,1582416000,6788.6,286.4852,2209.12,1312.28,1643.41,43.29,1678.609,53.38,29.66,97.26,9924.52,273.75
2/24/2020,1582502400,6561.94,278.0305,2194.31,1303.73,1659.38,41.67,1628.104,51.43,28.8753,93.92,9650.17,265.22
2/25/2020,1582588800,6363.37,271.6198,2188.52,1298.64,1635.14,41.34,1571.897,49.9,28.16,91.07,9341.71,247.82
2/26/2020,1582675200,6339.38,270.0793,2184.1,1294.66,1640.96,41.67,1552.761,48.73,28.35,91.53,8820.52,225.68
2/27/2020,1582761600,6060.67,261.2087,2166.03,1287.6,1645.01,40.67,1497.87,47.09,28.21,87.57,8784.49,226.75
2/28/2020,1582848000,6011.73,256.6454,2152.56,1279.08,1585.69,40.52,1476.431,44.76,27.47,89.18,8672.46,226.76
2/29/2020,1582934400,6011.73,256.6454,2152.56,1279.08,1585.69,40.52,1476.431,44.76,27.47,89.18,8599.51,219.85
3/1/2020,1583020800,6011.73,256.6454,2152.56,1279.08,1585.69,40.52,1476.431,44.76,27.47,89.18,8562.45,218.97
3/2/2020,1583107200,6288.64,264.5099,2160.03,1280.11,1589.44,41.4,1518.491,46.75,27.91,92.7,8869.67,230.57
3/3/2020,1583193600,6112.07,261.4239,2171.99,1282.45,1640.9,41.12,1486.083,47.18,27.65,90.07,8787.79,224.48
3/4/2020,1583280000,6370.35,268.4432,2182.69,1287.61,1636.93,41.85,1531.197,46.78,28.02,94.3,8755.25,224.52
3/5/2020,1583366400,6155.58,263.2265,2171.28,1284.63,1672.23,40.97,1478.824,45.9,27.41,92.6,9078.76,229.27
3/6/2020,1583452800,6050.8,257.8481,2143,1275.57,1673.83,40.13,1449.221,41.28,27.44,90.1,9122.55,243.53
3/7/2020,1583539200,6050.8,257.8481,2143,1275.57,1673.83,40.13,1449.221,41.28,27.44,90.1,8909.95,237.85
3/8/2020,1583625600,6050.8,257.8481,2143,1275.57,1673.83,40.13,1449.221,41.28,27.44,90.1,8108.12,200.69
3/9/2020,1583712000,5591.74,239.6418,2076.1,1261.7,1680.47,37.39,1313.44,31.13,23.89,82.84,7923.64,201.99
3/10/2020,1583798400,5868.11,246.1371,2075.44,1255.84,1649.4,39.29,1350.898,34.36,24.75,85.1,7909.73,200.77
3/11/2020,1583884800,5581.76,237.1856,2052.62,1248.93,1635.04,37.46,1264.296,32.98,24.12,79.24,7911.43,194.87
3/12/2020,1583971200,5051.97,214.6492,1991.46,1237.34,1576.15,33.71,1122.93,31.5,21.85,70.78,4970.79,112.35
3/13/2020,1584057600,5522.85,225.9952,1989.78,1221.4,1529.83,36.14,1209.46,31.73,22.75,75.24,5563.71,133.2
3/14/2020,1584144000,5522.85,225.9952,1989.78,1221.4,1529.83,36.14,1209.46,31.73,22.75,75.24,5200.37,123.31
3/15/2020,1584230400,5522.85,225.9952,1989.78,1221.4,1529.83,36.14,1209.46,31.73,22.75,75.24,5392.31,125.21
3/16/2020,1584316800,4861.22,205.359,1930.14,1199.93,1514.1,31.63,1037.416,28.7,20.45,65.95,5014.48,110.61
3/17/2020,1584403200,5152.83,212.5433,1904.91,1197.24,1528.3,33.81,1106.51,26.95,21.46,68.33,5225.63,113.94
3/18/2020,1584489600,4885.76,201.7814,1846.84,1177.1,1486.05,30.89,991.16,20.37,19.93,66.32,5238.44,114.84
3/19/2020,1584576000,4909.13,202.4448,1798.33,1175.44,1471.24,31.13,1058.749,25.22,20.78,70.14,6191.19,136.59
3/20/2020,1584662400,4697.09,199.032,1787.42,1173.45,1498.65,31.36,1013.889,22.43,20.36,69.12,6198.78,132.74
3/21/2020,1584748800,4697.09,199.032,1787.42,1173.45,1498.65,31.36,1013.889,22.43,20.36,69.12,6185.07,132.82
3/22/2020,1584835200,4697.09,199.032,1787.42,1173.45,1498.65,31.36,1013.889,22.43,20.36,69.12,5830.25,123.32
3/23/2020,1584921600,4559.5,192.4832,1750.98,1169.07,1553.23,30.61,1002.417,23.36,19.66,68.57,6416.31,134.91
3/24/2020,1585008000,4987.8,208.6559,1761.43,1179.8,1632.32,32.91,1096.555,24.01,20.89,74.23,6734.8,138.76
3/25/2020,1585094400,5045.35,214.3215,1797.51,1191.54,1616.9,34.07,1110.365,24.49,21.22,75.24,6681.06,136.2
3/26/2020,1585180800,5360.49,224.2469,1848.44,1199.03,1631.34,35.36,1180.319,22.6,21.9,78.23,6716.44,138.36
3/27/2020,1585267200,5179.92,218.8852,1877.94,1199.58,1628.16,33.35,1131.988,21.51,21.57,75.96,6469.8,133.94
3/28/2020,1585353600,5179.92,218.8852,1877.94,1199.58,1628.16,33.35,1131.988,21.51,21.57,75.96,6242.19,130.99
3/29/2020,1585440000,5179.92,218.8852,1877.94,1199.58,1628.16,33.35,1131.988,21.51,21.57,75.96,5922.04,125.58
3/30/2020,1585526400,5354.39,223.3393,1893.8,1203.2,1622.51,33.9,1158.317,20.09,21.2,78.03,6429.84,132.9
3/31/2020,1585612800,5269.2,221.9974,1905.89,1203.85,1577.18,34.13,1153.103,20.48,21.35,77.44,6438.64,133.59
4/1/2020,1585699200,5036.64,213.8049,1885.69,1199.69,1591.51,32.67,1071.994,20.31,21.25,73.26,6606.78,135.63
4/2/2020,1585785600,5152.47,216.4419,1878.79,1199.73,1613.99,33.77,1085.808,25.32,21.06,75.93,6793.62,142.03
4/3/2020,1585872000,5075.16,213.4933,1866.79,1198.6,1620.81,33.13,1052.053,28.34,20.89,74.86,6733.39,142.09
4/4/2020,1585958400,5075.16,213.4933,1866.79,1198.6,1620.81,33.13,1052.053,28.34,20.89,74.86,6867.53,145.22
4/5/2020,1586044800,5075.16,213.4933,1866.79,1198.6,1620.81,33.13,1052.053,28.34,20.89,74.86,6791.13,143.55
4/6/2020,1586131200,5432.17,225.2242,1871.77,1203.89,1660.97,34.94,1138.778,26.08,21.5,80.4,7271.78,169.14
4/7/2020,1586217600,5423.52,227.4262,1898.03,1206.91,1647.72,35.12,1139.17,23.63,21.16,78.79,7176.41,165.1
4/8/2020,1586304000,5609.55,232.0702,1907.62,1210.58,1646.14,35.48,1191.664,25.09,21.78,81.89,7334.1,172.64
4/9/2020,1586390400,5691.54,235.7463,1966.33,1212.23,1683.73,35.35,1246.726,22.76,21.28,83.43,7302.09,170.81
4/10/2020,1586476800,5691.54,235.9018,1966.33,1212.23,1696.65,35.35,1246.726,22.76,21.28,83.43,6865.49,158.41
4/11/2020,1586563200,5691.54,235.9018,1966.33,1212.23,1696.65,35.35,1246.726,22.76,21.28,83.43,6859.08,158.22
4/12/2020,1586649600,5691.54,235.9018,1966.33,1212.23,1696.65,35.35,1246.726,22.76,21.28,83.43,6971.09,161.14
4/13/2020,1586736000,5634.15,234.143,1996.32,1216.05,1715.34,35.4,1212.042,22.41,21.73,83.3,6845.04,156.28
4/14/2020,1586822400,5807.1,239.8484,2014.83,1226.18,1726.97,36.21,1237.333,20.11,22.19,86.63,6842.43,157.6
4/15/2020,1586908800,5679.53,234.6865,2005.65,1226.24,1717.03,35.28,1183.977,19.87,21.94,84.49,6642.11,153.29
4/16/2020,1586995200,5712.6,235.0296,2007.36,1228.73,1717.7,35.47,1178.089,19.87,21.92,86.77,7116.8,172.16
4/17/2020,1587081600,5865.9,241.163,2017.47,1232.3,1682.82,36.26,1229.098,18.27,22.07,91.55,7096.18,171.64
4/18/2020,1587168000,5865.9,241.163,2017.47,1232.3,1682.82,36.26,1229.098,18.27,22.07,91.55,7257.66,186.91
4/19/2020,1587254400,5865.9,241.163,2017.47,1232.3,1682.82,36.26,1229.098,18.27,22.07,91.55,7189.42,181.61
4/20/2020,1587340800,5761,238.6247,2009.74,1232.05,1695.65,35.8,1213.348,-37.63,21.8,94.96,6881.96,172.3
4/21/2020,1587427200,5584.44,231.4592,1980.8,1226.99,1686.2,34.81,1185.094,10.01,21.44,92.07,6880.32,172.74
4/22/2020,1587513600,5712.65,235.6002,1983.04,1229.33,1714.08,35.76,1201.523,13.78,22.16,93.83,7117.21,182.6
4/23/2020,1587600000,5710.04,236.3622,1982.56,1230.27,1730.51,35.63,1214.065,16.5,21.82,93.78,7429.72,185.03
4/24/2020,1587686400,5789.65,237.3846,1975.01,1231.17,1729.6,35.58,1233.053,16.94,21.85,97.01,7550.9,189.24
4/25/2020,1587772800,5789.65,237.3846,1975.01,1231.17,1729.6,35.58,1233.053,16.94,21.85,97.01,7569.94,195.52
4/26/2020,1587859200,5789.65,237.3846,1975.01,1231.17,1729.6,35.58,1233.053,16.94,21.85,97.01,7679.87,197.32
4/27/2020,1587945600,5874.94,241.5999,1973.22,1233.05,1713.99,36.3,1281.878,12.78,22.18,98.31,7795.6,197.22
4/28/2020,1588032000,5844.18,241.9246,1976.58,1233.88,1707.79,36.37,1298.083,12.34,22.25,95.27,7807.06,198.42
4/29/2020,1588118400,5999.74,247.4846,1984.02,1236.84,1713.41,37.43,1360.763,15.06,23.1,95.8,8801.04,216.97
4/30/2020,1588204800,5944.68,245.7789,1991.76,1238.51,1686.5,36.64,1310.664,18.84,22.68,93.39,8658.55,207.6
5/1/2020,1588291200,5778.53,240.4647,1988.12,1238.89,1700.42,35.32,1260.48,19.78,22.04,90.83,8864.77,214.22
5/2/2020,1588377600,5778.53,240.4647,1988.12,1238.89,1700.42,35.32,1260.48,19.78,22.04,90.83,8988.6,215.33
5/3/2020,1588464000,5778.53,240.4647,1988.12,1238.89,1700.42,35.32,1260.48,19.78,22.04,90.83,8897.47,210.93
5/4/2020,1588550400,5803.12,238.8292,1984.31,1237.89,1702.07,35.7,1263.969,20.39,22.51,95.43,8912.65,208.17
5/5/2020,1588636800,5855.58,241.2406,1994.64,1236.81,1705.92,35.9,1273.51,24.56,22.96,97.5,9003.07,206.77
5/6/2020,1588723200,5815.17,240.2314,1996.55,1237.35,1685.71,35.79,1263.008,23.99,22.67,97.99,9268.76,204.06
5/7/2020,1588809600,5884.14,242.2007,2000.93,1237.46,1716.06,36.08,1282.927,23.55,22.78,98.14,9951.52,212.29
5/8/2020,1588896000,5984.55,246.4683,2004.61,1239.26,1702.7,36.84,1329.638,24.74,22.89,99.57,9842.67,212.99
5/9/2020,1588982400,5984.55,246.4683,2004.61,1239.26,1702.7,36.84,1329.638,24.74,22.89,99.57,9593.9,211.6
5/10/2020,1589068800,5984.55,246.4683,2004.61,1239.26,1702.7,36.84,1329.638,24.74,22.89,99.57,8756.43,188.6
5/11/2020,1589155200,5985.66,246.4853,2005.7,1241.29,1697.93,36.6,1321.24,24.14,22.44,104.32,8601.8,185.91
5/12/2020,1589241600,5863.68,243.4913,2012.66,1240.92,1702.7,36.46,1275.536,25.78,22.22,102.07,8804.48,189.31
5/13/2020,1589328000,5761.7,239.7428,2003.6,1239.94,1716.28,36.39,1233.251,25.29,21.96,100.04,9269.99,199.19
5/14/2020,1589414400,5829.33,239.6773,1993.62,1238.28,1730.3,36.53,1237.554,27.56,22.08,99.12,9733.72,202.95
5/15/2020,1589500800,5852.84,240.6177,1991.15,1239.42,1743.67,36.03,1256.992,29.43,22.18,102.67,9328.2,195.62
5/16/2020,1589587200,5852.84,240.6177,1991.15,1239.42,1743.67,36.03,1256.992,29.43,22.18,102.67,9377.01,200.68
5/17/2020,1589673600,5852.84,240.6177,1991.15,1239.42,1743.67,36.03,1256.992,29.43,22.18,102.67,9670.74,207.16
5/18/2020,1589760000,6037.9,247.4072,2010.7,1243.26,1732.55,37.44,1333.689,31.82,22.76,105.66,9726.57,214.53
5/19/2020,1589846400,5975.15,247.02,2017.56,1245.37,1745.05,37.14,1307.719,32.5,22.79,102.65,9729.04,213.45
5/20/2020,1589932800,6075.76,250.4796,2031.27,1246.7,1748.18,37.63,1346.927,33.49,23.03,105.62,9522.98,210.1
5/21/2020,1590019200,6028.93,248.5605,2039.66,1247.2,1727,37.2,1347.559,33.92,23.23,104.79,9081.76,199.88
5/22/2020,1590105600,6044.16,247.5746,2042.82,1249.33,1734.68,36.43,1355.531,33.25,23.16,106.05,9182.58,207.17
5/23/2020,1590192000,6044.16,247.5746,2042.82,1249.33,1734.68,36.43,1355.531,33.25,23.16,106.05,9209.29,208.69
5/24/2020,1590278400,6044.16,247.5746,2042.82,1249.33,1734.68,36.43,1355.531,33.25,23.16,106.05,8790.37,202.37
5/25/2020,1590364800,6044.16,248.8289,2042.82,1249.33,1731.95,36.43,1355.531,33.25,23.16,106.05,8906.93,205.32
5/26/2020,1590451200,6118.54,252.7453,2062.38,1252.75,1710.58,37.23,1393.074,34.35,23.43,103.55,8835.05,201.9
5/27/2020,1590537600,6209.38,255.1641,2069.99,1254.41,1709.47,37.35,1436.358,32.81,23.61,103.58,9181.02,208.86
5/28/2020,1590624000,6197.02,256.3304,2079.61,1256.25,1718.33,37.09,1400.673,33.71,23.71,102.54,9525.75,219.84
5/29/2020,1590710400,6227.81,256.4681,2079.5,1256.38,1730.27,37.73,1394.035,35.49,23.58,103.56,9439.12,220.68
5/30/2020,1590796800,6227.81,256.4681,2079.5,1256.38,1730.27,37.73,1394.035,35.49,23.58,103.56,9700.41,242.35
5/31/2020,1590883200,6227.81,256.4681,2079.5,1256.38,1730.27,37.73,1394.035,35.49,23.58,103.56,9461.06,230.98
6/1/2020,1590969600,6251.48,258.8577,2085.18,1256.72,1739.55,38.6,1405.372,35.44,23.78,104.11,10167.27,246.99
6/2/2020,1591056000,6303,261.8286,2100.05,1263.24,1727.7,39.52,1418.208,36.81,23.93,105.55,9529.8,237.22
6/3/2020,1591142400,6389.67,266.2552,2119.67,1265.82,1699.67,40.44,1452.09,37.29,24.41,103.94,9656.72,244.18
6/4/2020,1591228800,6369.54,265.8865,2123.3,1265.79,1714.01,39.87,1452.063,37.41,24.35,102.08,9800.64,244.43
6/5/2020,1591315200,6536.58,271.429,2143.91,1271.13,1685.06,40.92,1507.153,39.55,24.45,102.91,9665.53,241.22
6/6/2020,1591401600,6536.58,271.429,2143.91,1271.13,1685.06,40.92,1507.153,39.55,24.45,102.91,9653.68,241.93
6/7/2020,1591488000,6536.58,271.429,2143.91,1271.13,1685.06,40.92,1507.153,39.55,24.45,102.91,9758.85,245.17
6/8/2020,1591574400,6615.4,273.8374,2150.74,1275.38,1698.53,41.17,1536.895,38.19,24.7,104.81,9771.49,246.31
6/9/2020,1591660800,6564.27,272.5726,2144.58,1278.17,1715.33,40.89,1507.051,38.94,24.6,104.63,9795.7,244.91
6/10/2020,1591747200,6529.42,271.8371,2138.94,1276.34,1738.7,41.19,1467.39,39.6,24.54,104.76,9870.09,247.44
6/11/2020,1591833600,6145.3,259.3434,2110.08,1267.64,1727.7,39.04,1356.224,36.34,23.6,98.97,9321.78,231.7
6/12/2020,1591920000,6227.42,260.2235,2114.1,1268.01,1730.75,39.87,1387.685,36.26,23.79,100.23,9480.84,237.49
6/13/2020,1592006400,6227.42,260.2235,2114.1,1268.01,1730.75,39.87,1387.685,36.26,23.79,100.23,9475.28,238.91
6/14/2020,1592092800,6227.42,260.2235,2114.1,1268.01,1730.75,39.87,1387.685,36.26,23.79,100.23,9386.79,234.11
6/15/2020,1592179200,6279.4,260.304,2114.04,1267.16,1725.16,39.28,1419.607,37.12,23.6,103.06,9450.7,229.93
6/16/2020,1592265600,6398.58,266.0953,2140.11,1272.86,1726.53,39.53,1452.26,38.38,23.61,104.65,9538.02,234.42
6/17/2020,1592352000,6375.54,266.1273,2140.26,1274.57,1726.95,39.91,1426.531,37.96,23.72,104.73,9480.26,233.03
6/18/2020,1592438400,6379.56,265.9324,2133.2,1275.25,1722.93,39.93,1427.075,38.84,23.86,105.85,9411.84,232.1
6/19/2020,1592524800,6344.7,265.4633,2132.49,1276.57,1743.87,39.92,1418.634,39.75,23.59,108.85,9288.02,227.14
6/20/2020,1592611200,6344.7,265.4633,2132.49,1276.57,1743.87,39.92,1418.634,39.75,23.59,108.85,9332.34,229.27
6/21/2020,1592697600,6344.7,265.4633,2132.49,1276.57,1743.87,39.92,1418.634,39.75,23.59,108.85,9303.63,228.99
6/22/2020,1592784000,6385.91,266.3944,2132.15,1277.76,1754.43,40.41,1433.527,40.46,23.68,112.03,9648.72,242.53
6/23/2020,1592870400,6413.44,268.7932,2132.94,1280.6,1768.41,40.8,1439.338,40.37,24.04,113.75,9629.66,244.14
6/24/2020,1592956800,6247.66,262.7751,2122.08,1278.65,1761.17,40.26,1389.741,38.01,24.18,111.42,9313.61,235.77
6/25/2020,1593043200,6316.45,263.9811,2114.22,1279.82,1763.79,40.43,1413.315,38.72,24.18,114.17,9264.81,232.94
6/26/2020,1593129600,6163.5,259.9852,2107.93,1277.48,1771.29,39.94,1378.78,38.49,23.98,110.42,9162.92,229.67
6/27/2020,1593216000,6163.5,259.9852,2107.93,1277.48,1771.29,39.94,1378.78,38.49,23.98,110.42,9045.39,222.96
6/28/2020,1593302400,6163.5,259.9852,2107.93,1277.48,1771.29,39.94,1378.78,38.49,23.98,110.42,9143.58,225.35
6/29/2020,1593388800,6254.78,261.9352,2098.47,1276.76,1772.82,40.12,1421.207,39.7,24.14,110.4,9190.85,228.19
6/30/2020,1593475200,6351.67,264.6629,2099.86,1278.4,1780.96,39.99,1441.365,39.27,24.2,111.95,9137.99,226.31
7/1/2020,1593561600,6383.76,265.8758,2105.5,1279.59,1770.09,40.44,1427.314,39.82,24.15,112.47,9228.33,231.11
7/2/2020,1593648000,6414.16,268.4062,2115.24,1281.65,1775.38,41.36,1431.86,40.65,24.12,112.89,9123.41,229.39
7/3/2020,1593734400,6414.16,268.5908,2115.24,1281.65,1775.95,41.36,1431.86,40.65,24.12,112.89,9087.3,225.39
7/4/2020,1593820800,6414.16,268.5908,2115.24,1281.65,1775.95,41.36,1431.86,40.65,24.12,112.89,9132.49,229.07
7/5/2020,1593907200,6414.16,268.5908,2115.24,1281.65,1775.95,41.36,1431.86,40.65,24.12,112.89,9073.94,227.66
7/6/2020,1593993600,6516.05,273.4928,2125.62,1285.31,1784.68,43.14,1442.882,40.63,24.14,112.92,9375.47,241.51
7/7/2020,1594080000,6445.59,271.0376,2127.78,1284.58,1794.86,42.42,1415.996,40.62,24.09,115.04,9252.28,239.08
7/8/2020,1594166400,6496.14,272.6148,2126.12,1286.01,1808.89,43.52,1427.402,40.9,24.12,116.77,9428.33,246.67
7/9/2020,1594252800,6461.31,271.7256,2123.64,1287.38,1803.55,43.52,1398.92,39.62,24.1,116.1,9277.97,243.02
7/10/2020,1594339200,6528.96,273.3854,2122.32,1287.63,1798.7,43.24,1422.679,40.55,24.18,114.92,9278.81,240.98
7/11/2020,1594425600,6528.96,273.3854,2122.32,1287.63,1798.7,43.24,1422.679,40.55,24.18,114.92,9240.35,239.46
7/12/2020,1594512000,6528.96,273.3854,2122.32,1287.63,1798.7,43.24,1422.679,40.55,24.18,114.92,9276.5,242.13
7/13/2020,1594598400,6467.84,272.8433,2129.49,1287.48,1802.76,42.95,1403.566,40.1,24.11,111.95,9243.61,239.6
7/14/2020,1594684800,6555.4,274.2709,2128.19,1287.06,1809.36,43.01,1428.26,40.29,24.08,114.8,9243.21,240.21
7/15/2020,1594771200,6615.07,277.4787,2139.71,1290.52,1810.29,43.14,1478.27,41.2,24.05,117.24,9192.84,238.42
7/16/2020,1594857600,6592.75,275.7766,2143.32,1289.38,1797.16,42.53,1467.564,40.75,24.16,116.3,9132.23,233.64
7/17/2020,1594944000,6611.86,276.6217,2146.46,1291.31,1810.42,42.77,1473.319,40.59,24.15,118.74,9151.39,232.77
7/18/2020,1595030400,6611.86,276.6217,2146.46,1291.31,1810.42,42.77,1473.319,40.59,24.15,118.74,9159.04,235.48
7/19/2020,1595116800,6611.86,276.6217,2146.46,1291.31,1810.42,42.77,1473.319,40.59,24.15,118.74,9185.82,238.49
7/20/2020,1595203200,6667.45,278.9465,2156.71,1294.5,1817.77,43.32,1467.954,40.81,23.91,120.36,9164.23,236.15
7/21/2020,1595289600,6678.74,280.5492,2170.14,1297.33,1841.91,43.72,1487.512,41.96,23.82,117.86,9374.89,245.02
7/22/2020,1595376000,6717.29,280.9482,2176.14,1297.57,1871.41,43.53,1490.141,41.9,23.71,117.29,9525.36,262.19
7/23/2020,1595462400,6635.04,278.8913,2178.63,1297.09,1887.44,43.18,1490.203,41.07,23.48,114.92,9581.07,274.69
7/24/2020,1595548800,6594.1,276.5969,2179.98,1293.03,1902.02,43.14,1467.555,41.29,23.58,112.23,9536.89,279.22
7/25/2020,1595635200,6594.1,276.5969,2179.98,1293.03,1902.02,43.14,1467.555,41.29,23.58,112.23,9677.11,304.06
7/26/2020,1595721600,6594.1,276.5969,2179.98,1293.03,1902.02,43.14,1467.555,41.29,23.58,112.23,9905.17,309.64
